Composition,Eg_exp,Eg_DFT
MgSiN2,4.05,4.1797
MgSiN2,4.05,3.6844
MgSiN2,4.05,3.9662
MgTe,3.6,0.4271
MgTe,3.6,0.9877
MgTe,3.6,2.3612
MgTe,3.6,2.3186
Mn11Si19,0.8,0.8909
Mn2OF3,0,0.9935
Mn2OF3,0,0.7049
Mn2OF3,0,0.3261
Mn2OF3,0,0.0442
Mn2OF3,0,0.5066
Mn2OF3,0,0.2993
Mn2OF3,0,0.0125
Mn2OF3,0,0.1645
Mn2OF3,0,0.0633
Mn2OF3,0,0.4974
Mn2OF3,0,0.346
Mn3NbO8,0,0.5274
Mn3SbO8,0,0.6186
Mn5O3F5,0,0.7121
Mn5O3F5,0,0.5583
Mn5O3F5,0,0.0654
MnF2,9.9,3.0911
MnF2,9.9,2.3648
MnF2,9.9,2.5363
MnF2,9.9,3.283
MnI2,4.4,1.1708
MnO,3.6,1.3105
MnO,3.6,0.0053
MnO,3.6,0.1844
MnO,3.6,0.9851
MnO2,1.3,1.1474
MnO2,1.3,1.9395
MnO2,1.3,0.6175
MnO2,1.3,1.1467
MnO2,1.3,1.521
MnO2,1.3,1.5739
MnO2,1.3,1.5791
MnO2,1.3,0.541
MnO2,1.3,0.8718
MnO2,1.3,0.985
MnO2,1.3,1.0153
MnP4,0.28,0.5336
MnP4,0.28,0.4368
MnP4,0.28,0.4786
MnP4,0.28,0.5243
MnSe,2.5,0.0484
MoO3,3.54,1.2346
MoO3,3.54,1.6532
MoO3,3.54,0.9064
MoO3,3.54,0.9331
MoO3,3.54,0.538
MoO3,3.54,1.8186
MoO3,3.54,1.3714
MoO3,3.54,1.9487
MoO3,3.54,0.9699
MoO3,3.54,1.6843
MoO3,3.54,0.5196
MoO3,3.54,0.7267
MoO3,3.54,0.7662
MoO3,3.54,1.8343
MoO3,3.54,0.6098
MoSe2,1.6,1.2544
MoSe2,1.6,1.4311
MoSe2,1.6,1.4248
MoSe2,1.6,1.1603
MoSe2,1.6,1.4014
MoSe2,1.6,1.301
MoSe2,1.6,1.362
Na2Be4B4O11,7.3,5.1706
Na2CdSnS4,2.52,1.9501
Na2CdSnS4,2.52,1.925
Na2EuGeSe4,2,0.1751
Na2Ga2GeS6,3.29,2.6215
Na2Ge2Se5,2.38,1.4997
Na2Ge2Se5,2.38,1.8539
Na2In2GeS6,3.17,2.1907
Na2In2SiS6,3.27,2.2375
Na2Mo2Se2O11,3.1,2.7772
Na2Nb4Se4O19,3.56,2.3695
Na2S,2.4,2.1176
Na2S,2.4,2.4399
Na2S,2.4,1.681
Na2Se,2,2.0153
Na2SO4,0,0.1846
Na2SO4,0,1.6482
Na2SO4,0,4.9709
Na2SO4,0,4.9903
Na2SO4,0,5.0327
Na2Te,2.3,2.0282
Na2TeS3,2.35,1.7828
Na2TeSe3,1.95,1.2319
Na2TeSe3,1.95,1.2031
Na2Ti3O7,3.51,2.9953
Na2UI6,0,0.2271
Na2UI6,0,0.1128
Na2UI6,0,0.3792
Na2UI6,0,0.0903
Na3MoO4F,4.77,4.5355
Na3Sb,1.1,0.3946
Na3UF7,0,0.0636
NaAsO3,0,2.8628
NaAsS2,2.23,1.3457
NaAsSe2,1.52,1.3716
NaAsSe2,1.52,0.0282
NaAsSe2,1.52,1.4318
NaBiS2,0.38,0.9313
NaBiS2,0.38,1.4469
NaBiS2,0.38,1.2317
NaBiSe2,0.35,1.0923
NaBiSe2,0.35,0.7066
NaBr,7.025,4.0895
NaC,0,3.4916
NaC,0,3.1659
NaCdAsS3,2.93,1.9753
NaCl,8.5,4.3847
NaCl,8.5,3.9736
NaCl,8.5,5.0037
NaCuO,0,1.2722
NaF,10.5,6.204
NaFe2O3,0,1.4245
NaI,5.8,2.7455
NaI,5.8,3.5687
NaI,5.8,3.0807
NaIn3S5,2.18,1.2428
NaInS2,1.9,1.8377
NaInSe2,2.8,1.0192
NaInTe2,1.6,0.6416
NaLa2TaO6,4.5,3.9792
NaNb2PS10,1.72,1.3156
NaNbSe2O7,3.65,2.9067
NaNO2,3.02,2.1591
NaNO2,3.02,2.4181
NaNO2,3.02,2.4493
NaSb,0.82,0.6041
NaSbF6,3.76,4.7556
NaSbF6,3.76,6.1153
NaSbF6,3.76,4.8892
NaSbS2,1.48,0.1165
NaSbS2,1.48,0.8857
NaSbS2,1.48,0.4529
NaSbSe2,1.6,0.6375
NaSbTe2,0.47,0.6589
NaZrCuTe3,0,0.0049
Nb2O5,3.08,1.8452
Nb2O5,3.08,2.5972
Nb2O5,3.08,1.9717
Nb2O5,3.08,0.9798
Nb2O5,3.08,2.171
Nb2O5,3.08,1.5566
Nb2O5,3.08,1.7731
Nb2O5,3.08,2.5231
Nb2O5,3.08,1.764
Nb2O5,3.08,2.2152
Nb2O5,3.08,2.5226
NbHO3,0,2.6221
NbHO3,0,2.531
Nd2HfS5,0.7,1.0171
Nd2O3,4.4,3.708
Nd2O3,4.4,3.8089
Nd2O3,4.4,0.9186
Nd2O3,4.4,3.6365
Nd2O3,4.4,1.5703
Nd2S3,2.65,1.836
Nd2S3,2.65,0.7596
Nd2Se3,1.75,1.4781
Nd2ZrS5,1.83,1.0438
NdF3,6.15,5.6372
NdF3,6.15,5.4439
NdF3,6.15,7.8031
NdF3,6.15,7.6164
NdGaO3,0,3.4525
NdLuSe3,1.61,0.4956
NdO2,0,3.4112
Ni2Te3O8,3.84,3.0277
NiO,4,2.3009
NiP2,0.3,0.3713
NiS2,0.64,0.2404
NiS2,0.64,0.5279
P2H12N7Cl,0,0.9559
P2H12N7Cl,0,4.712
P2O5,0,0.2201
P2O5,0,0.0701
P2O5,0,0.007
P2O5,0,0.3066
P2O5,0,1.7562
P2O5,0,0.0172
P2O5,0,4.8374
P2O5,0,5.2021
P2O5,0,5.5409
P2O5,0,4.9527
P2O5,0,1.1173
P2Se5,2.2,1.3562
Pb2O3,1.67,0.9242
Pb2O3,1.67,1.0749
Pb2O3,1.67,1.0718
Pb2O3,1.67,0.1353
Pb3O4,2.12,1.1604
Pb3O4,2.12,1.133
Pb3O4,2.12,0.9926
PbBr2,3.31,2.6579
PbBr2,3.31,3.0272
PbBr2,3.31,2.5746
PbCl2,3.82,2.9382
PbCl2,3.82,3.7939
PbCl2,3.82,3.0505
PbCl2,3.82,3.1026
PbI2,2.36,2.282
PbI2,2.36,2.4224
PbI2,2.36,2.3703
PbI2,2.36,2.3735
PbI2,2.36,2.3872
PbI2,2.36,2.3538
PbI2,2.36,2.4016
PbI2,2.36,2.4455
PbI2,2.36,2.3829
PbI2,2.36,2.408
PbI2,2.36,2.1419
PbI2,2.36,2.3943
PbI2,2.36,2.4009
PbI2,2.36,2.3308
PbI2,2.36,2.3541
PbN6,3.02,2.5132
PbN6,3.02,2.5064
PbO2,1.45,0.6955
PbO2,1.45,0.0353
PbS,0.41,0.5949
PbS,0.41,0.0119
PbS,0.41,1.304
PbS,0.41,0.5555
PbS,0.41,1.2177
PbS,0.41,0.748
PbS,0.41,1.1332
PbS,0.41,0.9605
PbS,0.41,0.491
PbS,0.41,1.2238
PbS,0.41,0.6609
PbS,0.41,1.6958
PbS,0.41,0.4667
PbS,0.41,1.6745
PbS,0.41,2.0962
PbS,0.41,1.6721
PbS,0.41,1.7194
PbS,0.41,1.654
PbSe,0.165,0.8576
PbSe,0.165,1.0663
PbSe,0.165,1.2995
PbSe,0.165,0.4257
PbSe,0.165,1.286
PbSeO4,4.3,3.1923
PdS2,0.75,0.421
PdSe2,0.4,1.3767
PdSe2,0.4,0.4001
Pr2S3,2.68,0.7775
Pr2S3,2.68,1.9475
Pr2Se3,1.8,1.4751
Pr2Te3,1.3,0.9259
Pr2Te4O11,3.65,3.3043
PrBN2,4,2.1062
PrF3,5.9,5.456
PrF3,5.9,5.4564
PrF3,5.9,7.5968
PrLuSe3,1.56,0.4935
PSe,2.5,2.2667
PtS,0.8,0.1882
PtS,0.8,0.3848
PtS2,0.75,1.5467
PtSe2,0.1,0.6193
Rb2AgPS4,2.6,2.2636
Rb2BaNb2Se11,1.53,1.5628
Rb2Cd3S4,2.92,1.8924
Rb2Cd3Se4,2.37,1.5237
Rb2Cd3Te4,2.3,1.4415
Rb2CrF6,0,1.8781
Rb2Cu2Sb2S5,1.6,1.1696
Rb2Cu2SnS4,2.08,0.9013
Rb2FeI4,0,0.0139
Rb2GeB4O9,5.54,4.2812
Rb2Mo3Se3O16,3.1,2.6974
Rb2Te,4.5,1.7021
Rb2Te,4.5,1.3725
Rb2Te,4.5,1.8766
Rb2Te,4.5,1.3739
Rb2TeBr6,2.14,2.0509
Rb2TeBr6,2.14,2.101
Rb2TeI6,1.4,1.6225
Rb3Bi2Br9,2.62,2.818
Rb3Bi2I9,2.1,2.3462
Rb3Bi2I9,2.1,2.3243
Rb3Bi2I9,2.1,2.2016
Rb3Bi2I9,2.1,2.4754
Rb3Nb2AsSe11,1.5,1.1812
Rb3Sb,1,0.0878
Rb3Sb,1,0.4313
Rb3Sb2Br9,2.48,2.149
Rb3Sb2Br9,2.48,1.9051
Rb3Sb2I9,1.94,1.8541
Rb3Sb2I9,1.94,1.9237
Rb3Ta2AsS11,2.21,1.8938
Rb4Ge3B6O17,5.42,3.8556
Rb4Ti3S14,1.59,1.2429
Rb5Tl3O,0,0.0194
RbAg2SbS4,2.3,0.6178
RbBi3Se5,0.48,0.984
RbBi3Se5,0.48,0.5703
RbBiS2,1.2,1.339
RbBr,7.65,4.192
RbBr,7.65,3.9211
RbCl,8.5,4.8388
RbCl,8.5,4.7794
RbF,10.4,5.5244
RbF,10.4,5.905
RbF3,0,2.173
RbF3,0,2.1173
RbF3,0,1.0261
RbGaSnSe4,1.88,1.3781
RbGeB3O7,5.58,4.5867
RbHgSbTe3,0.2,0.5502
RbI,6.26,3.7765
RbI,6.26,3.3463
RbInS2,3.3,2.4133
RbInTe3O8,3.9,3.0269
RbMoPO6,2.96,2.8368
RbNb4Br11,0.46,0.3233
RbPSe6,2.18,1.8729
RbSbS2,2.1,1.9493
RbSbSe2,1.62,1.5375
RbTbSe2,2.5,1.9336
ReS2,1,1.3202
ReSe2,1.15,1.1434
Rh2S3,0.8,0.1918
Rh2S3,0.8,0.4203
RuS2,1.8,0.6684
RuSe2,1,0.3138
Sb2O3,3.31,1.3143
Sb2O3,3.31,2.3373
Sb2O3,3.31,2.5073
Sb2O3,3.31,3.3408
Sb2O3,3.31,2.2239
Sb2O3,3.31,1.4789
Sb2S3,1.7,1.2751
Sb2S3,1.7,1.2866
Sb2Se3,1.2,0.4903
Sb2Se3,1.2,0.7564
Sb2Se3,1.2,0.4902
Sb2Te3,0.19,0.1314
Sb2XeF14,0,1.9814
Sb4Pb4S11,0,0.0534
SbI3,2.5,2.1446
SbI3,2.5,2.2057
SbSBr,2.22,1.7634
SbSBr,2.22,1.7767
SbSeBr,1.87,1.4378
SbSeI,1.66,1.3811
SbSI,1.97,1.6628
SbSI,1.97,0.7998
SbSI,1.97,1.6276
SbSI,1.97,1.5064
SbTeI,1.28,0.8429
Sc2O3,6.2,3.3909
Sc2O3,6.2,3.8235
Sc2O3,6.2,3.4806
Sc2O3,6.2,4.053
Sc2O3,6.2,4.1276
Sc2O3,6.2,4.2135
Sc2S3,2,1.3929
Sc2S3,2,1.035
Sc2S3,2,0.928
ScCoO3,0,0.786
ScCoO3,0,0.8962
ScCrO4,0,0.2657
ScNiSb,0.11,0.2679
Si2Ru,0,0.407
Si2SbO6,0,0.2005
Si3N4,5.1,4.0267
Si3N4,5.1,0.9071
Si3N4,5.1,0.9525
Si3N4,5.1,0.6302
Si3N4,5.1,1.4928
Si3N4,5.1,0.6779
Si3N4,5.1,1.9941
Si3N4,5.1,0.1819
Si3N4,5.1,3.3333
Si3N4,5.1,4.6547
Si3N4,5.1,1.8186
Si3N4,5.1,2.3538
Si3N4,5.1,2.5275
Si3N4,5.1,3.9076
Si3N4,5.1,4.2503
SiAs,1.57,1.4519
SiAs2,0.88,0.8891
SiB3,2,1.408
SiP,2,1.7395
SiP2,1.89,1.4262
SiSe2,1.74,1.8981
SiSe2,1.74,2.4771
SiSe2,1.74,1.9377
SiSe2,1.74,2.167
SiSe2,1.74,1.8488
SiSn,0.59,0.4292
Sm2Mo2O7,0,0.2388
Sm2Mo2O7,0,0.2838
Sm2O3,5,3.9371
Sm2O3,5,1.7192
Sm2O3,5,3.7443
Sm2O3,5,3.7823
Sm2S3,2.96,0.7441
Sm2S3,2.96,1.8076
Sm2Se3,2.3,0.3737
Sm2Se3,2.3,1.5046
Sm2Te3,0.7,0.5334
Sm2Te3,0.7,0.963
Sm2ZrSe5,1.41,0.8425
Sm4GaSbS9,2.23,1.9466
Sm4InSbS9,2.13,2.1754
SmBiW2O9,3.39,2.6689
SmCoC2,0,0.0029
SmCuO3,0,0.1218
Sn2SbS2I3,1.5,1.0658
Sn2SbS2I3,1.5,0.6252
Sn2WO5,2.597,2.4217
Sn3WO6,2.49,2.1615
SnBr2,3.5,2.4179
SnBr2,3.5,2.5387
SnBr2,3.5,1.656
SnCl2,3.9,3.1002
SnCl2,3.9,3.0724
SnGe,0.4,0.2087
SnGeS3,2.23,1.6591
SnI2,2.4,1.7061
SnI2,2.4,1.1996
SnI4,2.38,2.0581
SnI4,2.38,1.5183
SnO,4.3,1.6427
SnO,4.3,0.5341
SnO,4.3,0.4361
SnO,4.3,0.4815
SnO,4.3,0.5174
SnO,4.3,0.4096
SnO,4.3,1.3433
SnO,4.3,0.5191
SnO2,3.597,0.6344
SnO2,3.597,2.0888
SnO2,3.597,1.6013
SnO2,3.597,0.4052
SnO2,3.597,0.5226
SnO2,3.597,0.3161
SnO2,3.597,0.6713
SnO2,3.597,0.6303
SnO2,3.597,0.3577
SnO2,3.597,1.0304
SnO2,3.597,0.6969
SnO2,3.597,0.9607
SnO2,3.597,0.7578
SnO2,3.597,1.2294
SnO2,3.597,1.8017
SnO2,3.597,1.9299
SnO2,3.597,0.7917
SnO2,3.597,1.8468
SnO2,3.597,0.8061
SnO2,3.597,0.8471
SnO2,3.597,1.1744
SnO2,3.597,0.4381
SnO2,3.597,0.5858
SnO2,3.597,1.3076
SnO2,3.597,0.6519
SnS,1.42,0.1654
SnS,1.42,1.1323
SnS,1.42,0.0894
SnS,1.42,0.9048
SnS,1.42,1.668
SnS,1.42,0.3113
SnS,1.42,1.4274
SnS,1.42,1.456
SnS2,2.43,1.8354
SnS2,2.43,1.2026
SnS2,2.43,1.5148
SnS2,2.43,1.4857
SnSe,1.2,0.2391
SnSe,1.2,0.7043
SnSe,1.2,0.1189
SnSe,1.2,0.4429
SnSe,1.2,0.5159
SnSe,1.2,0.8559
SnSe2,1.62,0.7018
SnTe,0.3,0.0774
SnTe,0.3,0.0419
Sr2Be2B2O7,8,4.0798
Sr2GeN2,0,0.0529
Sr2ScSbO6,3.57,3.5074
Sr2TiO4,3.41,1.9142
Sr2V3Se5O18,2.47,2.5649
Sr3Ti2O7,3.26,1.8405
Sr5V3O12F,4.5,4
SrCrO4,2.45,2.2329
SrCrO4,2.45,1.6033
SrCrO4,2.45,2.8576
SrCrO4,2.45,2.8898
SrLaMn2O6,0,0.4303
SrNi2(PO4)2,0,3.7853
SrO,5.77,2.7426
SrO,5.77,3.2748
SrO,5.77,2.9393
SrO,5.77,2.5643
SrPbO3,1.78,0.7941
SrS,4.8,1.7896
SrS,4.8,2.497
SrSe,4.42,2.2313
SrSeO4,4.75,3.5358
SrSnO3,4.1,1.6118
SrSnO3,4.1,1.555
SrSnO3,4.1,1.7365
SrSnO3,4.1,0.9698
SrTe,3.73,0.4699
SrTe,3.73,1.7616
SrTiO3,3.15,1.8488
SrTiO3,3.15,1.772
SrTiO3,3.15,1.787
SrTiO3,3.15,1.7362
SrZrS3,0.8,1.1777
SrZrS3,0.8,0.5512
Ta2O5,4.2,1.2267
Ta2O5,4.2,3.9033
Ta2O5,4.2,2.0252
Ta2O5,4.2,3.3027
Ta2O5,4.2,1.6696
Ta2O5,4.2,2.5913
Ta2O5,4.2,1.3282
Ta2O5,4.2,2.1579
Ta2O5,4.2,2.341
Ta2O5,4.2,2.5694
Ta2O5,4.2,2.9624
Ta2O5,4.2,3.1459
Ta2O5,4.2,2.378
Ta2O5,4.2,2.7839
Ta2O5,4.2,2.3196
Ta2O5,4.2,3.1608
Ta2O5,4.2,3.4716
Ta2O5,4.2,0.2637
Ta2O5,4.2,2.4734
Ta2O5,4.2,3.2123
Ta2O5,4.2,3.0762
Ta2O5,4.2,3.0732
TaN,2.3,0.03
TaN,2.3,0.0439
TaN,2.3,0.0365
TaN,2.3,0.0034
Tb2O3,3,3.9006
Tb2O3,3,1.5609
Tb2O3,3,4.1338
Tb2O3,3,3.9407
Tb4Al2O9,4.59,4.0883
Tb4GaSbS9,2.44,2.0116
Tb6PbSe10,0,0.6601
Tb6PbSe10,0,1.7115
TcB,0,1.376
TcS2,1,1.1885
Te2Mo(WS2)3,0,0.046
Te2Mo2WSe4,0,0.0167
Te2Mo2WSe4,0,0.0183
Te2Mo2WSe4,0,0.0057
Te2W2SeS,0,0.0043
Te2W2SeS,0,0.0034
Te2W2SeS,0,0.0135
Te2W2SeS,0,0.0281
Te3MoWS,0,0.0068
Te3MoWS,0,0.002
Te3MoWS,0,0.0615
Te3MoWS,0,0.013
Te3MoWS,0,0.0261
Te3MoWS,0,0.0261
Te3MoWS,0,0.0147
Te3MoWS,0,0.006
Te3MoWS,0,0.0164
TeI,1.1,0.7793
TeI,1.1,0.7871
TeI4,1.1,0.1278
TeI4,1.1,1.8804
TeI4,1.1,1.5019
TeI4,1.1,1.8563
TeI4,1.1,1.7649
TeMoSe,0,0.4673
TeMoSe,0,0.6408
TeMoSe,0,0.6183
TeMoSe,0,0.0436
TeMoSe,0,0.639
TeMoSe,0,0.7892
TeO2,3,1.2889
TeO2,3,2.3309
TeO2,3,2.2841
TeO2,3,2.5821
TeO2,3,2.2279
TeO2,3,2.8044
TeO2,3,2.8044
TeO2,3,2.978
TeO2,3,3.0604
Th2Se5,0.37,0.5162
ThO2,3.5,3.5202
ThO2,3.5,4.4187
TiCoSb,0.95,1.0432
TiHgO3,0,1.0936
TiO2,3.3,1.0565
TiO2,3.3,1.82
TiO2,3.3,1.7851
TiO2,3.3,0.888
TiO2,3.3,1.9968
TiO2,3.3,1.7551
TiO2,3.3,1.1496
TiO2,3.3,2.0744
TiO2,3.3,2.4439
TiO2,3.3,2.6007
TiO2,3.3,2.4383
TiO2,3.3,2.3002
TiO2,3.3,2.4087
TiO2,3.3,2.5137
TiO2,3.3,1.0603
TiO2,3.3,1.7183
TiO2,3.3,2.5135
TiO2,3.3,2.5028
TiO2,3.3,2.4461
TiO2,3.3,2.6004
TiO2,3.3,2.5281
TiO2,3.3,2.2862
TiO2,3.3,2.8899
TiO2,3.3,1.712
TiO2,3.3,2.4516
TiO2,3.3,1.781
TiO2,3.3,2.71
TiO2,3.3,2.9417
TiO2,3.3,1.9546
TiO2,3.3,2.0586
TiO2,3.3,2.2317
TiO2,3.3,3.421
TiO2,3.3,2.6774
TiO2,3.3,1.6966
TiO2,3.3,2.7867
TiO2,3.3,2.8326
TiO2,3.3,2.9809
TiO2,3.3,2.2869
TiO2,3.3,2.3165
TiO2,3.3,2.4804
TiO2,3.3,2.231
TiO2,3.3,2.1536
TiO2,3.3,3.3487
TiO2,3.3,2.7863
TiO2,3.3,2.4757
TiPO4,0,0.0357
TiPO4,0,0.0582
TiS2,1.95,1.6382
TiS2,1.95,0.0511
TiS2,1.95,0.2055
TiS2,1.95,0.7773
TiS3,0.9,0.2261
Tl2BiP2S7,1.8,2.1415
Tl2CdTe4,0,0.0789
Tl2Cu2SnS4,1.4,0.2195
Tl2GeTe3,0.37,0.4685
Tl2Hg3S4,2.05,1.5797
Tl2Hg3Se4,1.57,1.0357
Tl2Hg3Te4,0.9,0.9897
Tl2Mo7O22,0,2.7925
Tl2O3,2.25,0.1854
Tl2S,1,0.958
Tl2S,1,1.1322
Tl2S,1,0.7668
Tl2S,1,0.8912
Tl2Te3,0.69,0.6389
Tl2Te3,0.69,0.6477
Tl2TeBr6,2.06,2.1632
Tl2TeI6,1.47,1.6844
Tl2TeS3,1.6,1.2603
Tl3AsSe3,1.3,0.8814
Tl3VS4,1.97,1.9554
Tl4CdI6,2.8,2.1721
Tl4CuTeO6,2.2,0.4698
Tl9SbSe6,0,0.8139
TlAsS2,2.22,1.8124
TlAsSe2,1.4,1.2565
TlBiTe2,0.12,0.4684
TlBr,2.6444,1.9877
TlBr,2.6444,2.2962
TlBr,2.6444,2.1678
TlCl,3.56,2.1732
TlCl,3.56,2.5369
TlCl,3.56,2.5181
TlCr5S8,1.01,0.1495
TlCuCl3,2.98,0.4143
TlGaS2,3.4,1.7885
TlGaSe2,1.65,1.3544
TlGaSe2,1.65,1.6737
TlGaSe2,1.65,0.561
TlGaTe2,1.8,0.5556
TlHg6S4Br5,3.03,2.1407
TlHg6Se4Br5,2.8,1.989
TlInS2,2.3,0.9477
TlInS2,2.3,0.4748
TlInS2,2.3,0.6884
TlInS2,2.3,0.8613
TlInS2,2.3,1.2909
TlInSe2,1.44,0.7351
TlInTe2,0.62,0.5401
TlN3,3.58,1.7584
TlS,1.37,0.474
TlS,1.37,1.0387
TlSbS2,1.92,0.9
TlSbS2,1.92,1.6594
TlSbS2,1.92,1.2674
TlSbSe2,0.82,0.0747
TlSbSe2,0.82,0.8323
TlSe,0.56,0.198
Tm2O3,4.53,4.1535
Tm2O3,4.53,3.6932
Tm2O3,4.53,4.1691
TmMnO3,0,2.0076
U2Zn17,0,0.0277
UNiSn,0,0.0129
V2O5,2.32,0.7574
V2O5,2.32,0.5422
V2O5,2.32,0.4765
V2O5,2.32,0.8101
V2O5,2.32,0.9453
V2O5,2.32,0.5285
V2O5,2.32,0.1626
V2O5,2.32,0.8882
V2O5,2.32,0.1205
V2O5,2.32,0.5233
V2O5,2.32,0.9218
V2O5,2.32,0.0334
V2O5,2.32,0.6144
V2O5,2.32,0.7052
V2O5,2.32,0.7883
V2O5,2.32,0.7725
V2O5,2.32,0.6666
V2O5,2.32,0.7321
V2O5,2.32,0.4667
V2O5,2.32,0.7825
V2O5,2.32,0.7675
V2O5,2.32,1.8967
V2O5,2.32,0.3371
V2O5,2.32,0.4093
V2O5,2.32,0.6525
V2O5,2.32,1.8996
V2O5,2.32,0.5126
V2O5,2.32,1.5838
V2O5,2.32,0.9142
V2O5,2.32,0.7431
V2O5,2.32,0.2495
V2O5,2.32,0.4488
V2O5,2.32,0.9261
V2O5,2.32,0.3435
V2O5,2.32,0.95
V2O5,2.32,0.9928
V2O5,2.32,0.8613
V2O5,2.32,1.0438
V2O5,2.32,0.8909
V2O5,2.32,1.1409
V2O5,2.32,1.0739
V2O5,2.32,1.4071
V2O5,2.32,1.6727
V2O5,2.32,2.4212
V2O5,2.32,2.161
V2O5,2.32,2.412
V2O5,2.32,2.3402
V2O5,2.32,1.7022
V2O5,2.32,1.396
V2O5,2.32,1.439
V2O5,2.32,1.3794
V2O5,2.32,2.4605
V2O5,2.32,2.7542
V2O5,2.32,2.4105
V2O5,2.32,2.5584
V2O5,2.32,2.1703
V2O5,2.32,1.8736
V2O5,2.32,2.3291
V2Si2O7,0,1.8045
V2Si2O7,0,1.8367
V2ZnO4,0,1.0635
V2ZnO4,0,1.3106
V2ZnO4,0,1.2544
V2ZnO4,0,1.3607
V3As2O9,0.76,2.6361
V3As2O9,0.76,1.2701
V3CuO8,0,0.8437
V6AgO15,0,1.1569
V6PbO11,0,0.7281
V6PbO11,0,0.0061
VFeSb,0.46,0.3487
VO,0.3,0.8225
VO,0.3,1.9785
VO,0.3,0.9701
VO,0.3,0.7832
VO2,0.12,0.9877
VO2,0.12,0.9781
VO2,0.12,0.8861
VO2,0.12,0.648
VO2,0.12,1.2334
VO2,0.12,0.8943
VO2,0.12,0.5321
VO2,0.12,0.6793
VO2,0.12,0.7643
VO2,0.12,0.9501
VO2,0.12,1.088
VO2,0.12,1.0658
VO2,0.12,1.4885
VO2,0.12,0.8258
VO2,0.12,1.4479
VO2,0.12,1.058
VO2,0.12,0.8572
VO2,0.12,1.3725
VO2,0.12,1.4037
VO2,0.12,1.246
VO2,0.12,1.1373
VO2,0.12,0.842
VO2,0.12,0.6627
VO2,0.12,0.8791
VO2,0.12,0.0704
VO2,0.12,1.0737
VO2,0.12,1.1092
VO2,0.12,0.1422
VO2,0.12,0.3928
VO2,0.12,0.1158
VO2,0.12,0.9445
VO2,0.12,0.7661
VO2,0.12,0.7584
VO2,0.12,1.2536
VO2,0.12,0.3536
VO2,0.12,1.2022
VO2,0.12,1.2589
VO2,0.12,1.0677
VO2,0.12,0.7988
VO2,0.12,1.0155
VO2,0.12,0.2551
VO2,0.12,1.3787
VO2,0.12,0.5491
VPO4,0,1.5976
VPO4,0,1.8347
VPO4,0,2.1077
WCl3,0,0.0641
WO3,2.9,1.4645
WO3,2.9,1.2648
WO3,2.9,1.6735
WO3,2.9,1.9033
WO3,2.9,1.7942
WO3,2.9,2.0754
WO3,2.9,1.9695
WO3,2.9,0.3416
WO3,2.9,1.4637
WO3,2.9,1.3952
WO3,2.9,1.3319
WO3,2.9,1.4239
WO3,2.9,1.3231
WO3,2.9,1.1124
WO3,2.9,1.1503
WO3,2.9,1.3106
WO3,2.9,1.2139
WO3,2.9,1.2708
WO3,2.9,1.3585
WO3,2.9,1.2582
WO3,2.9,2.6601
WO3,2.9,1.4463
WO3,2.9,1.4934
WO3,2.9,1.2087
WO3,2.9,1.3233
WO3,2.9,1.1401
WO3,2.9,1.2556
WO3,2.9,1.2542
WO3,2.9,1.3108
WO3,2.9,1.3708
WO3,2.9,1.9055
WO3,2.9,1.2719
WO3,2.9,2.4793
WO3,2.9,1.488
WO3,2.9,1.1298
WO3,2.9,1.653
WO3,2.9,1.3986
WO3,2.9,1.6296
WO3,2.9,1.3702
WSe2,1.35,1.5241
WSe2,1.35,1.5378
WSe2,1.35,1.2289
WSe2,1.35,1.5189
WSe2,1.35,1.4465
Y2Ge2O7,0,3.7799
Y2Ge2O7,0,3.7431
Y2Ge2O7,0,3.1753
Y2Ge2O7,0,3.8961
Y2Mo2O7,0,1.6484
Y2O3,5.6,3.0358
Y2O3,5.6,1.5869
Y2O3,5.6,2.9084
Y2O3,5.6,3.0469
Y2O3,5.6,2.8211
Y2O3,5.6,2.9366
Y2O3,5.6,4.0836
Y2O3,5.6,4.0973
Y2O3,5.6,3.9557
Y2O3,5.6,4.4468
Y2O3,5.6,4.5568
Y2O3,5.6,3.7011
Y2O3,5.6,2.8014
Y2S3,2.9,0.6665
Y2S3,2.9,1.9019
Y2S3,2.9,1.5992
Y3Al5O12,6.5,4.5762
Y3GaS6,2.88,2.0555
Y4C7,0,0.585
YAgO3,0,0.0072
YbBO3,0,4.9925
YbBO3,0,5.1482
YbS,0.98,2.2246
YbSe,1.5,2.2566
YbTe,1.8,1.4678
YCoO3,0,0.349
YCoO3,0,0.1141
YCoO3,0,0.0073
YCoO3,0,0.833
YN,1.9,0.2059
YN,1.9,2.0687
YN,1.9,0.151
YN,1.9,0.7005
YN,1.9,0.0076
YNiSb,0.18,0.2945
YWO3,0,2.2587
Zn2MoSeO7,4.2,3.7131
Zn3As2,1.1,0.1385
Zn3As2,1.1,0.1464
Zn3As2,1.1,0.1793
Zn3As2,1.1,0.248
Zn3N2,0,0.0032
Zn3P2,1.15,0.3729
Zn3P2,1.15,0.3144
Zn6S5Cl2,2.71,1.5051
ZnAs,0.9,0.2953
ZnAs2,0.91,0.2241
ZnCrO2,0,0.0954
ZnCrO2,0,0.117
ZnGeAs2,1.1,0.0012
ZnGeN2,3.2,1.5235
ZnGeN2,3.2,1.6955
ZnGeP2,2.34,0.1435
ZnGeP2,2.34,1.1782
